track_id,cluster_PCA,cluster_MCA,cluster_CATPCA,cluster_UMAP
6KrxqNJFgdSrJTnfDnPT82,1,3,0,0
1n1IDjxVczGQoNg4GMl670,0,2,2,0
4ymPEyiXabTe1NO8q8EFxG,0,3,0,0
7Lcp4QlpR3RDngYejm4fmS,3,1,1,2
0eEXcw3JLVXcRxYrVYMy68,0,0,2,0
2JvPJ8ydPuN2NhpH4oti6I,3,2,1,0
7x46YkKAwp3yZpaa72n5Mu,3,2,1,0
3s53zBEi1ZU6dJj19eFOxW,0,3,2,1
3sOGVdj5VPY6C2XImtlzj7,1,3,3,1
6mIjJONoUMvGPT9Kzrab3L,1,3,3,1
2KrN3MCNztKcSleZgHEj83,1,2,2,0
0bUgTRe5st6TMbRCEjKezX,0,3,3,1
0IEVKWduAaMcZepZQVr80T,0,0,2,1
4JsDHMv5PVO8N07DbDq33r,1,3,0,1
7gDNQLV9cr8449LFrQbk5J,3,2,1,1
4LGJ2pLDvTRnul3EcZoYkX,2,1,4,2
4MHzXgBy7hexDe2Bto11hP,0,0,2,1
50OPOdJbRx9iCJXGultmUf,3,2,1,0
5MoDQWMDMaAGDEiWsJfeCi,3,2,1,1
5MnAi6ZF7cE8pAz7wYr9Ta,3,2,2,0
1yYM7dY6wSJFp5qmxPRLu1,3,2,1,0
1yg7fwwYmx9DQ2TdXUmfpJ,3,2,2,1
7woW97CfcWaKtuC6W5BP2K,3,2,1,0
018eOid2aGaPdxon7T6GsC,3,2,1,0
0DLvpi8qTOTbS7Qet7AsCi,0,0,2,0
3tJjZMHLqhD8DaGgdBICnc,2,1,4,0
3uliGwmB52ZA7brgpZMzyH,3,2,1,0
7sKt5Y2zJpYw78iAxndB8y,0,0,2,1
0L7zm6afBEtrNKo6C6Gj08,1,3,3,1
1mSdbey7RstGLY2udgXv74,0,0,2,0
4IsHMzDbRE8q5Z4ALsQj3o,3,0,1,1
4Jr0O3zgoKEk71sIlABkLp,3,1,1,0
6y0VIRo9CyIIHBdlPklTl0,0,0,2,1
10ASBwZsp7oUUDsJEYz3uS,1,3,0,1
3vSn1frPgFcRXrjWOfhMLl,4,3,0,1
03EnOL1O9EKi9CFNmPyrCm,3,2,1,2
1hhMX7QQIhBsXjFmTK7owB,0,2,2,0
6mhMFztI38c0CZr8CEnPrD,3,1,1,0
3vooOYHU0Fi3ViCG7Ozh0Y,0,0,0,1
6U2NuJILEOEpW2tVCuqKHb,0,0,2,0
32BEasyNQgqXQJKoVa0fUw,0,3,2,0
340UVheS8z3ncW9TTUhAbc,0,0,2,1
33tYADyL2aZctrvR59K1bQ,0,0,2,1
7M3HuQRRAm1QD4kftmq0bb,3,1,1,1
6M6Tk58pQvABy6ru66dY3d,0,3,2,1
65vdMBskhx3akkG9vQlSH1,3,2,1,1
65jrjEhWfAvysKfnojk1i0,3,0,1,0
2UZtI2HUyLRzqBjodvcUmY,0,2,2,0
0WKmVAD4VWk5EdTyCFILi4,0,0,2,1
6LbbHFEajG9e4m0G3L47c4,1,2,0,0
5MG69A9XyXDbBbeOxdR3Tl,0,0,2,0
7jPCPDYoiaKeK7cgNGpIzq,0,3,0,1
3yDhZq8f17SmumVmEyCaRN,0,0,2,0
7BiEgR5r0yMmFoWC9kOTGf,0,0,2,0
65dvxc4Kctq3JIJ2BkKKMj,0,2,2,0
65c6VCikt7f5sAS1heoYQC,0,0,2,0
0yqrhHrcWLMjBylHReDN5u,0,0,2,0
54Sc7mZQ1RM03STpk4SfaA,0,2,2,0
2UDumaw7osnyjH7RZ2DLpB,1,3,3,1
2TzyJEUfWHGRsk3r6Emvbk,0,2,2,1
0u4rkpmNtgcFxYHepnVF4v,3,1,1,0
5KnqauuLF6qyZA9RzfeKxG,0,3,2,0
5KbhvaeqKIB2bZcJMyfezl,1,0,0,0
60RFlt48hm0l4Fu0JoccOl,3,2,1,0
0tFUl3tPqBzUM2aV0gitdq,0,0,2,1
5L79aNYCTKiZq7vaOElXYj,0,2,2,0
3yNZ5r3LKfdmjoS3gkhUCT,3,0,2,3
56fkAaSu91c1E2k43wGPFC,3,2,1,0
64VP3skE86iTvdOlbzuIcO,0,2,2,1
6zKF4293k44ItKWJJgrhXv,1,3,0,1
1GkHyypTFkUf0QQKwYoXH4,0,0,2,0
1GqlvSEtMx5xbGptxOTTyk,0,0,0,0
7rlulUEMn27TLbdHpNPugE,0,0,2,1
2uFaJJtFpPDc5Pa95XzTvg,3,1,1,0
2uDyv5rw4333xY5obTeByt,1,0,0,0
2TjnCxxQRYn56Ye8gkUKiW,2,1,1,0
6yv0ZjBlZy2oRFq7jAis2C,0,0,0,0
7vZqwaSk4sVcDyZbMcxS8N,4,2,2,1
6T5GTy1l6dRmagqpNPjdoc,4,2,0,0
793OuR8rJ0zpVp708ONAxO,0,0,2,0
40iocOzytrqaRn5RbGPDNp,3,2,1,0
6SPLYHHBN0dKGaoD2Jcccs,3,2,1,0
0MO1qNhm8aRZchi8CJlIRo,3,2,1,0
1MDEvpaFk2Ins7N8hGfFlA,0,0,2,1
5JJPfHpByZ66XsEyCNVi2p,3,2,1,3
0u8wprNfOdcWpUlWnfMcpP,0,0,2,1
5JDcQAztvZTIkrWoZihgvC,3,2,1,2
5JCi3pyggvk4B0yd0BK3ow,1,0,3,1
57uX2vR9j9DNiANDYfXw1i,1,2,0,0
57ebBLITHpRgRKGrlbxMZS,1,2,0,2
1GzgV0pRSUbenz25xWV2s8,0,2,2,0
6N5WkgPIDoTdbCXyyIIKAv,0,0,2,0
60jFaQV7Z4boGC4ob5B5c6,0,0,0,0
5K09WxKdlkroDyEVyOSySy,3,2,1,2
7wW9scVNLYFLsmBb1yAUmS,0,0,2,1
41pOIT2t1rvr2Trg1HQChZ,1,3,0,1
40tPP3K10yMZxwnT65REKj,1,0,3,0
30VHURM5NOfoZmqp2iKawS,0,2,2,1
30BsewEJZPxfuLNAlZPFje,3,2,1,0
7w6PJe5KBPyvuRYxFkPssC,4,2,0,0
0cUp7d3a6DHzAuSKBn1NZJ,0,0,2,0
5880eYQmXx3c3oD22IljIt,0,2,2,0
77o1HdXHm1hLd7Ebe9ygd0,0,0,0,0
4E5xVW505akJX0wcKj8Mpd,1,3,0,0
7h0d2h0fUmzbs7zeFigJPn,1,2,3,1
1HHnQYqcnlnE9q7LGFFGFj,0,0,2,0
0upLyFR8Rr52ZpMp5esQoq,1,3,3,1
0uTEaevJy8TUD8MgzuEOc5,0,0,2,1
5I9sHwLDX28tLtzVgKLtpr,3,1,1,2
5HsSsEeP3hU9QSfHZrzbtA,2,1,1,1
0MOiv7WTXCqvm89lVCf9C8,1,3,3,0
42FWqCxAw5aG1FvjyVjIlH,0,0,2,1
429IbFR4yp2J81CeTwF5iY,1,3,0,0
424GDxARRXRaZ7Mla9EDI2,0,0,2,1
1INWPr855fwWdAOeecbu0W,0,0,2,0
4BoFJMLSO3ZoD48KgnslSe,3,2,1,2
7hMKAmUlUUYa5qEiHWK4bk,3,2,1,1
2w9nvs1ByWUGkED4M0ug34,3,2,1,0
2vzMWO0T008m86yDnXwkII,4,2,0,0
7iUB3byx9Rcks8zW10JVkP,0,0,2,1
44NRdYQw7P0GWuiunRv3hr,1,3,0,0
2z6W6oeZvBaO56Mg587v0w,0,3,0,0
6oL6yOWVL8zJfwg2mlkMag,2,1,4,3
45dGKmN6jw7PgK6Dw2rEp2,0,0,2,1
0vswnzoKvhNkT1ehc0Tt19,1,2,1,0
5DhPx1cy248eVvTBoTVrrB,0,0,2,1
0dF7HP4wDwxCtID3mXpdYX,0,2,2,0
5FvGI8KtImlEbOsvEW3pfX,1,3,3,1
1xOXXYh6lTW8laxlW7JP2J,0,2,2,0
2O9KgUsmuon6Gycdmagc6t,3,2,1,0
456xBIOmLRoLzCvCzZrWge,0,2,2,0
0UY4FvG4f9JI6kBR1BlWrZ,0,3,0,2
469rBLYJUZHMJLtq2Wch3h,1,3,0,3
6zdikHQs2PBFgGIZBxqOeV,3,2,2,1
0wzRcekWyVCSyPtlPOeJau,4,3,0,0
2Q3QRjA8MjzqpFaIkFludb,1,2,2,0
1wlKw9NAWVWpx7OIAyg9EA,0,2,0,1
4BOYIpYF7zTYtAkpjoD687,3,2,1,0
4BM8yJ0PzBi2ZewpMTOxtx,3,2,1,0
4CRpOsjhvgxjF7rQufmyZ1,1,0,3,3
46eK1kembooWblMi7M7yLM,1,0,3,1
0Uon5NsSAkBDx69XYOaQ5P,3,2,1,0
5DH7nDryMhpixm4G4B7RP9,3,2,1,0
2NYPx7YjNrHteC2RxzTzTZ,3,2,1,1
2Obwg8XE4sWXLpJSDlxn1r,3,1,1,0
2xkrujtSjZz7EKAYGbIIzH,1,3,3,1
6Q1m1GyNxyOwZ2ud3p7XoS,4,3,0,0
483XiZ5o13Cc1zoWV7jGml,0,0,2,0
2wXioTynVwrEWYRv6R6vEj,0,2,2,0
7G3lxTsMfSx4yarMkfgnTC,0,0,2,1
0wqqe8k13bJPxRt7FEmnwS,0,0,2,1
2On611HXKQAbaYkuc4NQAm,0,0,2,0
496vIKS2INz840xZaKncvR,3,2,1,2
0CwLue2qwkPcQpovNGNtVx,3,2,1,0
7hUxzSsK2OHjeKWkzeArIU,0,2,2,0
5qDsijQM75KTdv3RtSPx91,0,2,2,1
5qEn8c0MBzyRKgQq91Vevi,1,3,0,1
3KzgdYUlqV6TOG7JCmx2Wg,3,2,1,1
6fybp4N6eW3bsFAvARxyVe,0,3,2,1
3NrMppEmrfhrz9OXaUejp7,3,0,2,1
1aOxOpH4AkGAd8OMrKjyNY,1,3,2,0
04CHEoMbrLOiX8co3EG5dO,0,0,2,0
3OaunNUlXXs5e2PXtNAzzG,1,3,0,0
1a8JpAL3vbAdXYrEABvOtb,0,3,0,1
1brpdmqkx3kSxyqzqXfW7J,0,0,2,0
00I41xsW6SunZDJ5fB8KAd,0,2,2,0
1r6qzxz77Tvbrvqd1Q1MIN,3,2,3,1
6uZF7xC32ewhpsm36IaM5T,2,1,4,3
5omgFpiMt1CGHjQGfkwzvz,3,2,1,0
0hNPo5brQ2MLlrdVKZfHK9,4,2,1,0
7zrpoAJte9o12TzawqgdD0,3,1,1,2
5ofoB8PFmocBXFBEWVb6Vz,1,3,3,1
5ovVcYo2MvjVydFwFyaaqy,3,2,1,0
3LTwMQ9kkn5VVhP3jipBlR,1,0,3,1
1c0zagykmGPDYuxJeDqZhJ,0,0,2,1
6gCVA6ja6g0foIsWv0RuSZ,4,3,0,1
7nwEab6Y4LXbKUZDNofOag,1,3,0,0
6gJdDnF2TzfA1WPMXuCa3x,1,2,3,0
1arJHhz6TxMV50SNvSmGnV,1,0,0,3
3MjrueDQKVr6xDDseZwhEd,0,0,2,0
3M2bD9SMYnJIPdrTKUnBd3,3,2,1,2
3M9Apu4OZfylLTFKvgEtKa,0,0,2,1
7tpRgru0h8B4eCvdBegLTA,1,2,3,1
4f3RDq9nYPBeR1yMSgnmBm,1,0,3,1
6E1YebXpPPtujMUljDNlOo,1,2,3,0
0ZAiqymvbQUZAh9y6ZT3Rm,0,2,2,1
0ZNYGrmcehorhh9JOeg5Iv,3,2,1,0
1r6sFC5J0p9r3jcfIoSGDM,3,2,3,1
3K4r00KlXytLJDfuytngmx,1,2,3,1
3JycZFWWQGXkTTJQ6CoNFy,0,0,2,1
03x2rVJRFUrvwlfxoHd9Mo,0,2,2,0
6hjh2phISvfR1Ib6S0FK7b,3,1,1,0
6hbAVcAB0mQVXMPubZnwuL,1,3,3,1
3PPD1wg591kQnsws16mlkS,0,0,2,1
7om4LRoSct9hiMPo0fPn7m,1,0,3,1
5soMJpcVhSrGrB4prvPL6P,1,3,3,3
5sf1wqBZsHkpy7dPnDb7aD,0,0,2,0
0jFHMDRXxKaREor3hBEEST,0,0,2,0
1KR9TkyhxqqpOk45WAm7bM,0,0,2,0
46OkOaarmTsAQQFfZSsruW,3,1,3,1
7i2DJ88J7jQ8K7zqFX2fW8,0,2,2,1
0M1A9wInEHilyWkh4I8tWo,1,3,3,1
5CE0k1VmTXgCtaa5L288LP,1,0,2,3
630Ug0XtmhhFvAKo0PNuEI,3,2,2,1
0wEo4mwfs6tXYgCem9m9wP,3,1,1,0
5Cv9UBYh2VkiCspwh4Wog5,4,0,0,1
2NWVdwbd2hPIzC2lyf4y63,3,2,1,0
1xIxMz1sNQ4b6svH1GuTtF,0,0,2,0
2OR5FUKy3GQ7I9DCbRnfsW,3,2,1,0
2OHym1q6nzgtT75UCNjjro,1,2,0,0
2xeaHUnzzT5Kc974OQt1kA,0,0,2,1
2PcJoVkfjcbvoqBxV1Nj7y,0,2,2,0
0UeYCHOETPfai02uskjJ3x,0,0,2,0
6Qwuw0eOeszVlewLpu24gR,3,1,1,2
58dSdjfEYNSxte1aNVxuNf,3,0,1,0
58c8pMaXi3xdpBIVfG6WGC,3,1,1,0
58KPPL1AdLHMvR2O2PZejr,1,3,0,0
5ACacHdqtOjENeTgh4qfmy,0,0,2,1
2PvaburAUlhNHxVhw5lvOq,3,2,1,0
2Pp9osgyIcw6o1avfDDDhH,0,3,2,0
4B3qvzOMzLQXLeYgPsG3KA,3,1,1,2
1Ia95g66IhlAJ3qVI4qI8W,3,2,1,0
0D1pEisM3QkiacGXJe5dmd,0,2,2,0
2ySPkHH3mHCP3r3T040M5V,3,2,1,0
1jyddn36UN4tVsJGtaJfem,0,0,2,0
6oOCGD2Sp9UTcDsuDz8Hdu,0,0,2,0
1KMEDSIl2j1NwYa9mgvMyg,3,1,1,0
43Hit5V2BpPq2vxvca3ysc,0,2,2,0
7iQmjnDXYngWGsbjVnDc1U,3,1,1,2
42tFTth2jcF7iSo0RBjfJF,0,3,2,1
1jMaB19DiVR8OihLSuYFOt,0,3,2,0
2zoobJFEB9h15fjYjRd6oP,0,0,2,1
1LPGwuFgIzbJoShfDdw7MY,0,0,2,1
6RMltEudPPFoJuUoshxRBB,3,2,1,0
2zMJN9JvDlvGP4jB03l1Bz,0,0,2,0
5CalS8Gn69OOrR9aiw0ZO9,4,2,0,0
5DezuV0RFcMcgA11UGdGBR,2,1,4,3
5FPnjikbwlDMULCCCa6ZCJ,3,1,1,2
5GjnIpUlLGEIYk052ISOw9,1,0,0,2
1xSmjB0t19q4CSJ0X0ymGB,0,0,2,0
46NBoIAHrmR7qcUGCIFEjR,1,3,3,1
2NVpYQqdraEcQwqT7GhUkh,0,0,2,0
2MwCoo4GeXpi8soWn9EiPo,3,2,2,1
0HLhptvI8NozbOHRLNniFz,0,0,2,0
40ozK0lCJ0EQzVGWsCNUhk,4,2,0,0
420JGkyLfLUZcgBHKiIK9v,1,3,0,2
1IX9zu7Ciqf1k48IyPLruN,0,2,2,0
7rWLqeQJabrK7FbY8X0TyI,0,2,2,0
2wJ1eOCIBwoQiN7xQtrTAY,0,0,2,0
4Cw1fQBX3TaiZQwOAyddnj,0,2,2,0
4DbnKBddcHUHbYpidc36AT,0,0,2,1
6pPCkAzVYapjObH73BWu9t,1,3,3,1
648TTtYB0bH0P8Hfy0FmkL,3,1,4,2
6459gZKddpOoPIH8PAcCwS,0,0,2,0
0xmWQKzc5m9rLv2ucDWxwD,1,3,0,1
57MvUwzIzRJ0r21rnNU1s1,0,0,2,1
63vWEUXhpgghscp9FgvCMG,3,2,1,1
6S3JlDAGk3uu3NtZbPnuhS,0,0,2,0
1jZZm43y7RPuwjJQ5LrGHe,4,3,0,1
30QD4VRP9yEneOh0eGTrtJ,3,1,4,2
1j9rezdE3YeC7yktZXC1em,1,3,3,0
0cSkn2l67csUljEy0EEBPn,1,2,0,0
1wNdGz7BlB9kH5lDc1eLLb,1,0,3,1
4E2sMWXzxK3uYJerGbeUfp,0,0,2,1
4FEcEwbE2vsqhxbTPtiNTL,1,3,0,1
2vaxUyVWNoA2L272YHEy70,3,2,1,0
1HM7Vp84E4SMzdrZONg6bH,1,3,3,1
577MNC3o3L0lNIzx9abqOk,3,2,1,0
576v1keY82NOPITMNu0wD2,0,2,2,1
56sdcbPR74RxqmKVbQzJ8s,0,0,2,1
61XspFITuKmAlYdQacNCbF,4,3,0,1
61UuPxxYUvacEH6SHIK3sU,0,0,2,0
0cJPLFrlV7TTCyPLupHzcH,1,0,3,0
64Ds8EuwkeGSOeXDzXLRZz,0,2,2,0
2QFyOnJfJ49OnNgMvKXvTM,2,1,4,0
2S6N9pbnkhQRyAx80HmF79,3,2,1,1
2u3TXM5CwRovxFJZID2OuF,2,1,4,3
1louJpMmzEicAn7lzDalPW,0,0,2,0
1lMuQJHBznRfq7GdQrIQN4,0,0,2,1
2v5JTeM6hSmi5wWy7jiwrI,0,0,2,1
0LRcXYhaWLqbs1wvSV0o9u,3,2,1,0
6pnwfWyaWjQiHCKTiZLItr,2,1,4,1
64r6z0P3RnhpTGdkA7p5Os,3,2,1,1
0dgrFwOa0RrFzWcM0azTzx,1,3,0,0
1xyUCr7dIJYaUaaiDf4Q1L,0,0,2,0
70sKIAQgaVN2zWEEyOpyMZ,0,0,2,0
412luShbmlgqqgYFStIB1s,0,0,3,1
3yydZof4pq6N4zeyTzLwQk,0,0,2,0
3yvHcaY61FpeSiLiHiIST4,0,0,2,0
1NHl9g36Ebu3g16y0vtUNV,0,0,2,0
7j56bK7gq6iV7zsD6lbP4J,0,0,2,1
7ixiCZEHWHc8FxaQXQh2P4,0,2,2,0
4GrowvVL3xpUgfnXj6mVRH,3,2,1,0
1linrfCmITmQHs4enAxTUY,4,3,0,1
0BpKPyXhWsTaWkgXeOd1Sn,1,3,0,0
55MIRLbZzpYSmMlRt9ZDWM,1,3,0,0
7voSun33hCNkIrjxaj3g47,0,0,2,1
324Y55zUTRSMdtFwc91csa,0,0,2,1
40P5d3p4icYCiN4SMUOE2E,1,3,0,0
1MvLmHeLkaNgUScgbUVnWJ,1,1,3,1
7qfoq1JFKBUEIvhqOHzuqX,3,2,2,0
5JO2usoem1CW1pLL1kLj9E,3,2,1,1
5J2CHimS7dWYMImCHkEFaJ,0,0,2,0
0TdWVbcerMAcvljXrl9gpG,1,0,2,0
7ql2RUmAmj36tkMUNWo7MT,0,0,2,0
32il27dOrLpIru8Evp4Pu7,0,2,2,0
1iIhGHzzrzqQfuNkFI2qAn,0,0,2,1
0bndF6tTweNXPjwpPL7Slt,3,1,1,0
54yLLvpezvPO1lA3GspiZj,1,3,3,1
7bOYOD0d7ByMTXvJnQVl8d,0,0,2,0
097ftnCPnGHhn93lS0HHlO,3,2,1,0
6q9XTgfWilsnyiFofvYrIF,0,0,2,0
4HKbWbn8acXeTq6j0rqO5z,0,0,2,1
0W9Xvd4Qx1aZPxEi94vgRY,1,3,0,1
0W7KIc2GSB9suYQAaMZ9rF,0,2,2,0
0tWEB6BxbI48XN79QE1JbT,1,3,3,1
5KhFaq45chTw8RGfWo8T8J,0,0,2,1
2MAVcVr2oylw2OZ3hojWYj,1,2,2,0
52vA3CYKZqZVdQnzRrdZt6,3,1,1,2
65iyI1iybyv5ecsfBHSdUf,4,0,2,1
2UZZtkoLOg7IHxeTAdPFvd,2,1,4,1
0I3FXz5RssOlMNI0FmPAkc,0,2,0,0
65hRZOQkVjmBdusz1N7aOv,1,0,2,0
1lusH0zFDRV1ThaFYsUgfi,2,1,1,3
1G93i9ga7ZPEOqpiNhM1mq,0,0,2,0
1FlY15vdP570PJucy6JdYm,3,2,1,3
7Lvxcrbzuz1mNCPkFakS9K,0,2,2,1
0H1Had94fszD13qsFsP1U5,1,3,0,0
71CXzHYYOyNqgtVFpNdeCS,3,2,1,0
1yYE8EyuIV0rrvQ1bA2Fyf,1,3,0,0
5Lu0vv78RmKZeBPpP1N8za,0,2,2,0
3354J49VpkbZJho7Ztdzpw,0,2,2,0
3wfujdbamR3Z46F4xav7LM,0,2,1,2
3y4LxiYMgDl4RethdzpmNe,1,2,0,0
7gUMShP1l20tC0xf17Zplk,0,0,2,1
4JXfNOePhdgMOI7KZ1L25U,1,3,3,1
4KoNBTm9a55KgLMtEaf3n6,0,3,3,1
4KL3FJYexPrPuMdPagHPXp,0,2,2,0
0WTN7om3lHG3yYMigwzBxl,0,2,2,0
2qgXrzJsry4KgYoJCpuaul,1,2,0,0
2rbbJ2xZFJa2DriR5h0TBS,1,2,0,0
3uHisD8WxXOYLaxeOl098L,3,2,2,1
1hbWtHgRDG25DkmxE4I28V,0,3,2,0
1OEmd2iXU8pWG7CrKNpGUg,3,2,1,0
33zcmmElV1YbRZe57biUjg,0,0,2,1
33jt3kYWjQzqn3xyYQ5ZEh,3,2,1,0
7M13FwBAKWNa2jqcZeUhL6,0,0,2,0
2rtGaCAeYtmcIvuZsvgTf6,2,1,4,1
0zK545STj6P7qbFSpCK9pp,0,0,2,0
7bdYxWPCs46dQ0XLwySOyv,3,2,1,1
51mLQ3w7yR7vjdSTFLWaY5,0,0,2,1
4LMlIX9Y8qziRafzW30mGc,0,2,2,0
4LFBVDJV0xpayUvquQVzhS,1,3,0,0
4KqA0GwEKbc96WyfIZn3SV,0,0,2,1
4zLBcDtvYNVtF9fnG6lme3,0,0,0,0
508QhA2SncMbh5CnuxkvUc,3,1,1,1
66x45Yh9x397PWpxMX0ZDT,1,0,3,1
0stbF4C1ACmIvx0aW81ZXa,0,0,2,0
1yt4wO7dKCwsfjch8SN9aU,1,3,0,0
2LMq1O0NiqGhPOlXo3McYQ,1,0,3,0
2KvbRojbZGMsWr1Nuj5n2f,3,2,1,3
0T8P86fvSK8kCUJFYPZbIH,1,3,0,0
3ubdbuynat3QLfKtdtJ5BH,0,0,2,0
3uMmllZo1AfoEnVT4ENCD3,1,3,3,1
6qS40yL7kXVoChI8SSCQIQ,0,0,2,1
2W0AJEbIC2vdZTV2nVSAsg,3,2,1,1
1uwPEGzopXl9KawQR1JGXq,0,0,2,0
6KzkqZqhUBEsWYJJa2aBOd,0,0,2,1
1EWsVHU4FNAdtN4R8FETag,0,0,2,1
2Wc2tcQl7cPetPKeXH3GD3,0,0,2,1
0s76ExpXyMGVBlKLUr683e,3,1,1,1
3s03nrUInN3NAVjQtmnS0O,1,2,0,0
1PZZtXR7nsNIyRcqd7UeiF,0,0,2,1
5NK8jad728pj6YeqM5VJD4,1,2,0,0
7GbUWl6qLW1gdngbEV2WDJ,0,3,2,0
0sDeU2murnLh4yVHQ5IV70,0,2,2,0
2KFg8kjYy0rYjWsXGhEQHN,0,0,2,0
0zlaa4AmbFE7MVDijsyD9Q,1,3,0,0
3omXshBamrREltcf24gYDC,4,2,0,0
05ZUxHiGT7VR6ShJjhwJxn,0,0,2,0
1QJnDJuYOGj05iSc4eWGr5,3,1,1,1
1QQ1Dx8dcLgWvUaY5fk84y,0,0,2,0
6ljbkNIzfmFrGyYUTUAleN,0,0,2,0
375l2qnEfCpeY6AaoFOsjb,0,2,2,0
36jMu03qVcjYAccvQLmAMR,3,1,1,0
36cqlmc53NqlEUqPJdgUOx,3,2,1,1
2JfV8E7wsD7eVY5wr69teC,0,3,2,0
2IoZMG3RqiTmsy7Li3zGFg,0,2,0,2
36CKza28wMxYdjdzji7ine,1,2,0,0
7LpS82vPDLgZAHWRtWBBRj,0,2,2,0
0eDQj41kzBhMKQIkTt6OJR,1,3,0,0
0A37XY67wSdGqkGjtfW6aV,0,0,2,0
7boKWlaNVmrhJdX8IbzUdD,3,2,1,0
2W2eaLVKv9NObcLXlYRZZo,1,3,0,0
5QyOjKJhR1iyF0DHQM2IvW,0,0,2,1
3mRM4NM8iO7UBqrSigCQFH,0,0,2,1
1QxcWlk8PivolUaWcpAoNq,1,3,3,1
3mhOmh4tRKsMfnRmgZfeBm,0,2,2,0
67O8CWXxPsfz8orZVGMQwf,0,0,2,1
500mvzh7TRZ0YdnVeHhj8b,0,0,2,1
0IK8y0vAO0sM630HsxwLht,0,2,2,1
2q3LzfknBzye3xXjgiJBjS,4,1,1,0
7gCuKTyBb5nurNalzs0Hvp,1,3,0,2
6KOtheMY0KN4s9TrQHr9It,4,2,0,0
4NmWv6PEGEAmorN5UN9fRo,0,2,2,0
1DndHckdH9m5rp6gYP086b,3,2,1,0
5yGTQzYbEdY6B9RFZJypgt,0,0,2,1
2I0LNCqlQpAPJlwOEWaefE,3,2,2,0
2HovXsvcdJur52BOcYGydz,3,2,1,0
38jy6kRlPt8z1GUS9WXeNh,3,2,1,0
1gJOqXpRjz9GeEEwQpcujK,2,1,4,2
3khiYRqf3tjb6PSGBhkfl4,3,2,1,1
0Ev562zA4pmUsBqjxsxxdx,0,0,2,0
2pyjbGTpJCPjMYwCbdymiF,0,2,0,2
7fyVBKYJYMP42nNr9RFTAT,3,2,1,0
4Q66chx9WzqWcLItXoZ5r4,2,1,1,0
0X7g825ekNNiCWWV7queDr,0,0,2,1
1D6lK8qADoErTTLkY4YBfM,0,2,2,0
2ozTcQyZQmm9tSmc4VZfwU,0,2,2,0
7sd72KZS8D59g5NmhxyHpJ,0,0,2,1
2XMTqoHHSH0lvuXrvIEdco,4,0,0,1
4y3g40TWe7fCWCayJZuGvw,0,0,2,1
4xmkpE1Si5JL7NFxWrhV0S,1,3,3,1
67hbP9PFQZrb4XZc3TzB0s,0,0,2,1
1S7ca5mJlpHn7GCE88jejz,3,0,3,1
2W3EgJst61RLZtPPm3EQim,3,0,3,1
2X5AFygz5SDYlXagyPw8kX,3,2,1,0
2X45nVBeYzmDlrXji9Av0Q,1,2,0,0
6rLqjzGV5VMLDWEnuUqi8q,1,2,0,0
6IuN5rqcAeHmzK5d5r0RWL,0,0,2,0
6IqKFke4ZhKbGYULllEezY,0,0,2,1
6IkcTpdDbL4OVg7skLdUyF,4,3,2,1
1ne9wOtDF2jM6Cm8WBkaER,4,2,1,0
2oNYsdCasRRlz1shXFAz7D,1,3,0,1
7fec0UcxeHVe6kHIez2GSs,0,3,2,0
4RxdAzEmkPXTiIU6ULLoXh,0,2,2,0
4wsQGsdf8D0Bj26cGdvreB,0,3,2,1
38umMmZQdeoOG7Zojor4g3,1,2,3,0
3k9PtGmPNnQtt32TKWm6f3,4,2,0,0
38kjFXYgPvtuXCPbHPMGte,1,0,3,1
1Srt81FTalOhRw7t7l8Yh8,0,0,2,0
3ieLey98V9mIIh3W9gBlPF,3,2,1,0
1Sgj10byiGzPpI2IrXSFEn,4,0,2,1
7B4UxdHwRKJYRhvXxmgZhM,3,2,1,0
38o5lj4mbLK34vQkJUlMrg,3,2,1,0
39glqzRVRAy4vq3PqeTGb8,1,2,3,1
7pqgMEKsDMOHUdFQ7n0N9K,0,2,2,1
6ku3i5WNrsY3qhOq6ua9TL,1,3,0,0
72uSoNIf7eScfGZFQjNHrR,0,3,2,1
0qAMjeQFyd1qD0LDiV8gWp,0,0,2,1
5SeYlZyKVENMOxiSPQkKyw,0,0,2,0
5W7YROOF6bFfBexY81LFjt,3,1,1,0
5V7qLbZJNTwaEVbZADqofc,0,0,2,0
5UvLQncwvEGiRLn0xEZw45,1,3,3,1
3j2SaDGyzZhiifh5g5tmNw,3,2,1,0
1SWmFiFSIBoDbQJjNKC7SR,0,0,2,0
3h0tEwAyOCQDa4X8NEcy0Q,0,0,2,1
6YYeBYEpkiR84eCDNPBDoF,3,2,1,0
4wYCZ6QS5EClBXqjakTieR,0,0,2,0
7cgu4JBW3hq1GwTM1ilkKQ,1,0,3,1
67oyFnjJnn78fZP9KjeZx0,3,0,1,0
4SeZpWSgq1c8a0MY3iVy1f,3,2,1,0
4SOtTsuFYYlkOOvXMbroUv,1,2,3,1
4TOMI010Sd4ZAX4aZ5TS85,3,1,4,2
2nSNqawExgEYd5k0CATOwO,0,0,2,0
2nLeVfLE8t3hzHhXkZ6Ez2,1,0,3,3
4vJr55lngvhSM8WIh9CjQc,1,3,0,0
3hXAHE8hVhksnZjVlCj6Jn,0,0,2,0
1SyQ6t9RdRBK0QUCS6a797,0,0,2,1
1fNwwml8UcKvhfM6YEVIRh,0,0,2,0
